contig_1_pilon	CP094298.1	98.776	5475	48	17	3870491	3875954	8129793	8135259	0.0	9721
contig_1_pilon	CP094298.1	98.547	5505	63	14	5173736	5179234	5007937	5013430	0.0	9707
contig_1_pilon	CP094298.1	98.547	5505	63	14	3870468	3875961	6334726	6340224	0.0	9707
contig_1_pilon	CP094298.1	99.022	5420	43	8	1516631	1522044	8135208	8129793	0.0	9707
contig_1_pilon	CP094298.1	98.491	5501	56	22	1022346	1027829	6340212	6334722	0.0	9673
contig_1_pilon	CP094298.1	98.787	5442	46	17	1022392	1027822	5766297	5760865	0.0	9666
contig_1_pilon	CP094298.1	97.757	5618	103	20	2904002	2909610	2580448	2586051	0.0	9655
contig_1_pilon	CP094298.1	98.715	5448	50	14	5173736	5179175	2585887	2580452	0.0	9655
contig_1_pilon	CP094298.1	97.757	5618	103	20	1516628	1522231	4011810	4017418	0.0	9655
contig_1_pilon	CP094298.1	98.715	5447	52	13	1516632	1522067	6340165	6334726	0.0	9655
contig_1_pilon	CP094298.1	98.401	5502	59	24	5173732	5179222	8129771	8135254	0.0	9646
contig_1_pilon	CP094298.1	98.678	5446	56	13	5173736	5179175	5760861	5766296	0.0	9644
contig_1_pilon	CP094298.1	98.678	5446	56	13	4599870	4605305	6334726	6340165	0.0	9644
contig_1_pilon	CP094298.1	98.696	5443	49	19	4599874	4605306	8129778	8135208	0.0	9638
contig_1_pilon	CP094298.1	98.018	5500	84	22	5173736	5179222	4017254	4011767	0.0	9529
contig_1_pilon	CP094298.1	98.018	5500	84	23	2903959	2909446	6340212	6334726	0.0	9529
contig_1_pilon	CP094298.1	99.317	5270	30	6	5173736	5179002	7325026	7330292	0.0	9527
contig_1_pilon	CP094298.1	99.279	5270	32	6	6164030	6169296	6334726	6339992	0.0	9516
contig_1_pilon	CP094298.1	98.046	5477	85	20	1022340	1027804	4011762	4017228	0.0	9502
contig_1_pilon	CP094298.1	97.938	5481	89	22	2903954	2909423	8135260	8129793	0.0	9474
contig_1_pilon	CP094298.1	98.385	5388	63	19	1516805	1522178	7330292	7324915	0.0	9446
contig_1_pilon	CP094298.1	98.348	5389	63	20	6163919	6169296	2585998	2580625	0.0	9435
contig_1_pilon	CP094298.1	98.329	5387	68	19	4599759	4605132	7324915	7330292	0.0	9430
contig_1_pilon	CP094298.1	98.292	5387	70	19	6163919	6169296	5760750	5766123	0.0	9419
contig_1_pilon	CP094298.1	98.288	5373	69	20	3870371	3875729	7324929	7330292	0.0	9391
contig_1_pilon	CP094298.1	98.251	5373	71	20	6163933	6169296	5007840	5013198	0.0	9380
contig_1_pilon	CP094298.1	98.145	5392	73	24	2904179	2909557	7330292	7324915	0.0	9378
contig_1_pilon	CP094298.1	98.108	5392	75	24	6163919	6169296	4017365	4011987	0.0	9367
contig_1_pilon	CP094298.1	98.287	5255	66	20	6164053	6169296	8129793	8135034	0.0	9184
contig_1_pilon	CP094298.1	98.269	5257	63	24	1022566	1027807	7330292	7325049	0.0	9178
contig_1_pilon	CP094298.1	100.000	2388	0	0	342275	344662	1471789	1474176	0.0	4410
contig_1_pilon	CP094298.1	99.401	1835	7	4	2359905	2361738	409457	407626	0.0	3325
contig_1_pilon	CP094298.1	99.238	1838	8	5	2359895	2361727	5708945	5710781	0.0	3312
contig_1_pilon	CP094298.1	99.452	1824	7	3	2359905	2361726	1022052	1023874	0.0	3310
contig_1_pilon	CP094298.1	99.397	1825	6	5	4547966	4549789	409457	407637	0.0	3304
contig_1_pilon	CP094298.1	99.184	1838	8	6	4547954	4549790	3423705	3425536	0.0	3304
contig_1_pilon	CP094298.1	99.343	1827	5	7	4547966	4549789	1022052	1023874	0.0	3301
contig_1_pilon	CP094298.1	78.717	4849	901	105	760731	765517	8386914	8382135	0.0	3116
contig_1_pilon	CP094298.1	78.717	4849	901	105	770684	775463	8396867	8392081	0.0	3116
contig_1_pilon	CP094298.1	97.112	1766	51	0	543118	544883	1894123	1892358	0.0	2979
contig_1_pilon	CP094298.1	75.346	6210	1190	272	3052581	3058632	4155787	4161813	0.0	2671
contig_1_pilon	CP094298.1	75.378	6218	1174	284	3047989	3054015	4160379	4166430	0.0	2671
contig_1_pilon	CP094298.1	88.807	1894	189	18	3678277	3680160	4804374	4806254	0.0	2302
contig_1_pilon	CP094298.1	88.807	1894	189	18	3673606	3675486	4809045	4810928	0.0	2302
contig_1_pilon	CP094298.1	99.367	1264	8	0	2055271	2056534	9092078	9090815	0.0	2290
contig_1_pilon	CP094298.1	80.840	2975	498	58	2333720	2336657	3388834	3391773	0.0	2270
contig_1_pilon	CP094298.1	80.860	2978	492	64	2325024	2327963	3397530	3400467	0.0	2270
contig_1_pilon	CP094298.1	75.138	5064	1064	166	760552	765501	856322	851340	0.0	2196
contig_1_pilon	CP094298.1	75.163	5069	1054	174	322828	327810	8392097	8397046	0.0	2196
contig_1_pilon	CP094298.1	74.228	5929	1139	305	3063298	3069078	4154087	4159774	0.0	2124
contig_1_pilon	CP094298.1	74.228	5929	1139	303	3046289	3051976	4171096	4176876	0.0	2124
contig_1_pilon	CP094298.1	98.733	1184	15	0	6970368	6971551	1975166	1976349	0.0	2104
contig_1_pilon	CP094298.1	74.887	5073	1045	184	760551	765492	613233	608259	0.0	2098
contig_1_pilon	CP094298.1	74.892	5074	1043	184	79748	84722	8392106	8397047	0.0	2098
contig_1_pilon	CP094298.1	98.940	1132	12	0	3357546	3358677	879498	878367	0.0	2025
contig_1_pilon	CP094298.1	86.174	1895	224	29	319638	321526	4974071	4972209	0.0	2013
contig_1_pilon	CP094298.1	86.129	1896	223	30	3834740	3836602	850038	848150	0.0	2008
contig_1_pilon	CP094298.1	89.249	1572	159	10	5721403	5722969	6572739	6574305	0.0	1958
contig_1_pilon	CP094298.1	89.249	1572	159	10	5411751	5413317	6882376	6883942	0.0	1958
contig_1_pilon	CP094298.1	88.187	1583	183	4	5721402	5722982	4293073	4291493	0.0	1884
contig_1_pilon	CP094298.1	88.261	1576	183	2	3183707	3185281	6883949	6882375	0.0	1884
contig_1_pilon	CP094298.1	76.168	3852	687	173	3074061	3077816	4177239	4180955	0.0	1814
contig_1_pilon	CP094298.1	76.187	3855	681	176	3069441	3073157	4181859	4185614	0.0	1814
contig_1_pilon	CP094298.1	78.451	2840	534	69	6808518	6811315	7967188	7969991	0.0	1783
contig_1_pilon	CP094298.1	78.443	2839	536	68	6806195	6808998	7969511	7972308	0.0	1783
contig_1_pilon	CP094298.1	86.929	1576	192	14	5411747	5413315	4293076	4291508	0.0	1757
contig_1_pilon	CP094298.1	86.921	1575	194	12	3183716	3185284	6574303	6572735	0.0	1757
contig_1_pilon	CP094298.1	75.790	3606	694	133	770691	774195	856136	852609	0.0	1657
contig_1_pilon	CP094298.1	75.817	3610	686	141	324097	327624	8383403	8386907	0.0	1657
contig_1_pilon	CP094298.1	84.254	1683	239	18	3727098	3728759	9314556	9312879	0.0	1616
contig_1_pilon	CP094298.1	75.326	3607	709	135	770691	774195	613046	609519	0.0	1563
contig_1_pilon	CP094298.1	75.353	3611	701	142	81008	84535	8383403	8386907	0.0	1563
contig_1_pilon	CP094298.1	100.000	845	0	0	342328	343172	823909	824753	0.0	1561
contig_1_pilon	CP094298.1	100.000	845	0	0	295397	296241	870840	871684	0.0	1561
contig_1_pilon	CP094298.1	100.000	845	0	0	295397	296241	1471842	1472686	0.0	1561
contig_1_pilon	CP094298.1	92.351	1072	72	6	339216	340285	9335096	9334033	0.0	1517
contig_1_pilon	CP094298.1	77.738	2538	485	70	1509631	1512128	2573175	2575672	0.0	1483
contig_1_pilon	CP094298.1	77.747	2539	483	72	1509355	1511852	2573451	2575948	0.0	1483
contig_1_pilon	CP094298.1	83.683	1575	241	13	6235927	6237493	6574305	6572739	0.0	1471
contig_1_pilon	CP094298.1	83.758	1570	237	15	5411757	5413317	7398483	7396923	0.0	1471
contig_1_pilon	CP094298.1	87.089	1309	151	11	517246	518537	4095872	4094565	0.0	1465
contig_1_pilon	CP094298.1	87.089	1309	151	11	2986758	2988065	8639059	8640350	0.0	1465
contig_1_pilon	CP094298.1	87.229	1292	143	14	340360	341643	9332510	9331233	0.0	1452
contig_1_pilon	CP094298.1	83.197	1589	253	12	6235927	6237508	6883942	6882361	0.0	1443
contig_1_pilon	CP094298.1	83.208	1590	251	14	5721388	5722969	7398504	7396923	0.0	1443
contig_1_pilon	CP094298.1	82.541	1598	260	15	6235919	6237507	4291498	4293085	0.0	1387
contig_1_pilon	CP094298.1	82.541	1598	260	15	3183706	3185293	7396915	7398503	0.0	1387
contig_1_pilon	CP094298.1	78.661	2151	397	48	3709640	3711764	4430673	4432787	0.0	1373
contig_1_pilon	CP094298.1	78.631	2148	403	43	3322879	3324993	4840408	4842532	0.0	1373
contig_1_pilon	CP094298.1	86.092	1287	163	16	2040280	2041559	3099710	3100987	0.0	1371
contig_1_pilon	CP094298.1	86.092	1287	163	16	2035898	2037175	3104092	3105371	0.0	1371
contig_1_pilon	CP094298.1	92.624	949	59	10	1368366	1369308	9184089	9183146	0.0	1354
contig_1_pilon	CP094298.1	85.349	1290	177	11	3508320	3509603	673229	671946	0.0	1325
contig_1_pilon	CP094298.1	85.349	1290	177	11	143435	144718	4640374	4639091	0.0	1325
contig_1_pilon	CP094298.1	88.440	1090	117	8	1583049	1584132	1391389	1392475	0.0	1306
contig_1_pilon	CP094298.1	80.343	1750	307	28	6953236	6954971	1391159	1389433	0.0	1291
contig_1_pilon	CP094298.1	79.404	1845	364	16	1509189	1511025	124673	122837	0.0	1288
contig_1_pilon	CP094298.1	76.873	2296	437	65	4921396	4923659	3219026	3216793	0.0	1212
contig_1_pilon	CP094298.1	76.883	2297	435	64	2152983	2155216	6084647	6082384	0.0	1212
contig_1_pilon	CP094298.1	77.975	2025	358	69	2034284	2036279	3094901	3096866	0.0	1188
contig_1_pilon	CP094298.1	77.986	2026	356	68	2031089	2033054	3098096	3100091	0.0	1188
contig_1_pilon	CP094298.1	82.400	1375	226	13	4294929	4296292	4024243	4022874	0.0	1184
contig_1_pilon	CP094298.1	82.434	1372	225	13	2915069	2916435	5457284	5455924	0.0	1184
contig_1_pilon	CP094298.1	80.499	1564	279	21	6235938	6237488	957632	956082	0.0	1175
contig_1_pilon	CP094298.1	72.166	4940	1018	271	3050639	3055380	4180108	4184888	0.0	1175
contig_1_pilon	CP094298.1	72.174	4945	1009	277	3072310	3077090	4158437	4163178	0.0	1170
contig_1_pilon	CP094298.1	76.025	2440	469	92	5675549	5677927	6505391	6507775	0.0	1158
contig_1_pilon	CP094298.1	76.025	2440	469	95	5344403	5346787	6836522	6838900	0.0	1158
contig_1_pilon	CP094298.1	79.368	1677	315	31	4886404	4888063	2425425	2423763	0.0	1151
contig_1_pilon	CP094298.1	79.368	1677	315	30	1359946	1361608	6049051	6047392	0.0	1151
contig_1_pilon	CP094298.1	89.617	915	64	17	1741650	1742538	2800146	2801055	0.0	1134
contig_1_pilon	CP094298.1	89.617	915	64	17	1736330	1737239	2805466	2806354	0.0	1134
contig_1_pilon	CP094298.1	95.218	711	32	1	1699906	1700614	326749	326039	0.0	1123
contig_1_pilon	CP094298.1	79.126	1624	279	50	4114404	4116003	3870217	3868630	0.0	1066
contig_1_pilon	CP094298.1	79.126	1624	279	50	2760823	2762410	5253472	5251873	0.0	1066
contig_1_pilon	CP094298.1	79.159	1569	301	25	3183719	3185274	957638	956083	0.0	1062
contig_1_pilon	CP094298.1	80.728	1401	234	26	5621037	5622431	6778449	6777079	0.0	1059
contig_1_pilon	CP094298.1	80.728	1401	234	26	5616106	5617476	6783404	6782010	0.0	1059
contig_1_pilon	CP094298.1	82.966	1180	186	12	1156081	1157252	8963761	8964933	0.0	1051
contig_1_pilon	CP094298.1	81.073	1342	228	26	5144956	5146284	6305670	6306998	0.0	1048
contig_1_pilon	CP094298.1	81.087	1343	226	28	5144680	5146008	6305946	6307274	0.0	1048
contig_1_pilon	CP094298.1	88.889	846	90	4	379888	380731	4907565	4906722	0.0	1038
contig_1_pilon	CP094298.1	88.889	846	90	4	3775956	3776799	8776864	8777707	0.0	1038
contig_1_pilon	CP094298.1	77.711	1817	323	67	2037232	2039004	3097903	3099681	0.0	1037
contig_1_pilon	CP094298.1	77.686	1815	327	65	2034091	2035869	3101044	3102816	0.0	1037
contig_1_pilon	CP094298.1	77.715	1777	338	50	6425295	6427050	8112927	8114666	0.0	1035
contig_1_pilon	CP094298.1	79.308	1532	276	29	2866525	2868043	9060017	9058514	0.0	1035
contig_1_pilon	CP094298.1	75.351	2353	472	87	745811	748103	6398175	6400479	0.0	1033
contig_1_pilon	CP094298.1	78.675	1585	310	26	5721407	5722977	956081	957651	0.0	1029
contig_1_pilon	CP094298.1	75.308	2353	473	86	5237185	5239489	8411787	8409495	0.0	1027
contig_1_pilon	CP094298.1	78.740	1571	304	27	5411757	5413312	956083	957638	0.0	1024
contig_1_pilon	CP094298.1	77.146	1864	363	56	5144448	5146275	2573009	2574845	0.0	1024
contig_1_pilon	CP094298.1	77.183	1867	357	60	1509189	1511025	6305438	6307265	0.0	1024
contig_1_pilon	CP094298.1	85.670	963	131	4	935465	936422	2475045	2476005	0.0	1007
contig_1_pilon	CP094298.1	85.670	963	131	4	1411228	1412188	8222135	8221178	0.0	1007
contig_1_pilon	CP094298.1	76.000	1975	414	53	1510184	1512128	2573176	2575120	0.0	966
contig_1_pilon	CP094298.1	76.012	1976	412	55	1509356	1511300	2574004	2575948	0.0	966
contig_1_pilon	CP094298.1	77.143	1645	348	25	1509917	1511547	124497	122867	0.0	929
contig_1_pilon	CP094298.1	79.593	1328	229	36	2208059	2209363	1896178	1894870	0.0	913
contig_1_pilon	CP094298.1	84.842	917	125	8	4490636	4491548	2989083	2988177	0.0	911
contig_1_pilon	CP094298.1	84.858	918	123	10	1924361	1925267	5652539	5651627	0.0	911
contig_1_pilon	CP094298.1	78.433	1442	257	44	5966338	5967744	1138789	1140211	0.0	891
contig_1_pilon	CP094298.1	83.454	967	144	10	2504623	2505587	30421	29469	0.0	885
contig_1_pilon	CP094298.1	76.505	1694	350	39	1510468	1512137	124498	122829	0.0	880
contig_1_pilon	CP094298.1	73.958	2400	521	87	681369	683716	7834214	7836561	0.0	874
contig_1_pilon	CP094298.1	73.904	2418	527	88	6673220	6675584	8476229	8473863	0.0	874
contig_1_pilon	CP094298.1	94.756	553	18	6	4735187	4735737	2108173	2107630	0.0	850
contig_1_pilon	CP094298.1	81.079	1094	176	25	1998084	1999160	288336	289415	0.0	845
contig_1_pilon	CP094298.1	95.158	537	18	7	4735214	4735746	6994664	6995196	0.0	841
contig_1_pilon	CP094298.1	95.149	536	19	7	5833691	5834222	5896201	5896733	0.0	839
contig_1_pilon	CP094298.1	76.061	1696	354	45	1510459	1512128	2573175	2574844	0.0	835
contig_1_pilon	CP094298.1	76.075	1697	352	47	1509355	1511024	2574279	2575948	0.0	835
contig_1_pilon	CP094298.1	95.113	532	17	9	5833677	5834202	5251192	5250664	0.0	830
contig_1_pilon	CP094298.1	96.400	500	14	4	4735214	4735711	5251179	5250682	0.0	821
contig_1_pilon	CP094298.1	96.400	500	14	4	4113213	4113710	5896698	5896201	0.0	821
contig_1_pilon	CP094298.1	94.291	543	19	12	4113195	4113732	6995176	6994641	0.0	821
contig_1_pilon	CP094298.1	73.900	2341	482	111	3069685	3071944	4160396	4162688	0.0	819
contig_1_pilon	CP094298.1	73.891	2344	477	111	3052598	3054890	4177483	4179742	0.0	813
contig_1_pilon	CP094298.1	81.386	1010	174	12	329569	330571	614797	615799	0.0	811
contig_1_pilon	CP094298.1	81.386	1010	174	12	86286	87288	858081	859083	0.0	811
contig_1_pilon	CP094298.1	79.674	1166	205	23	896744	897888	2949858	2951012	0.0	811
contig_1_pilon	CP094298.1	80.175	1140	181	35	3630161	3631267	4089213	4088086	0.0	811
contig_1_pilon	CP094298.1	80.175	1140	181	35	2980279	2981406	4762035	4760929	0.0	811
contig_1_pilon	CP094298.1	95.192	520	14	10	2726947	2727460	5896696	5896182	0.0	811
contig_1_pilon	CP094298.1	79.639	1164	209	20	1886042	1887196	8260856	8259712	0.0	811
contig_1_pilon	CP094298.1	94.847	524	16	6	1043847	1044361	5896689	5896168	0.0	808
contig_1_pilon	CP094298.1	73.579	2411	511	99	455148	457504	9024212	9021874	0.0	808
contig_1_pilon	CP094298.1	92.593	567	30	11	5833677	5834236	2108165	2107604	0.0	804
contig_1_pilon	CP094298.1	94.837	523	13	10	4735195	4735709	3835267	3834751	0.0	804
contig_1_pilon	CP094298.1	79.534	1158	210	23	5332974	5334116	6129311	6130456	0.0	800
contig_1_pilon	CP094298.1	79.534	1158	210	23	4968324	4969469	6493962	6495104	0.0	800
contig_1_pilon	CP094298.1	77.664	1370	267	28	1885767	1887121	2947037	2948382	0.0	798
contig_1_pilon	CP094298.1	77.664	1370	267	28	1883221	1884566	2949583	2950937	0.0	798
contig_1_pilon	CP094298.1	93.407	546	21	14	6212775	6213311	2108184	2107645	0.0	795
contig_1_pilon	CP094298.1	94.563	515	19	8	6212791	6213298	5251194	5250682	0.0	787
contig_1_pilon	CP094298.1	94.563	515	19	8	4113213	4113725	7374294	7373787	0.0	787
contig_1_pilon	CP094298.1	92.171	562	35	9	6212754	6213311	3152236	3151680	0.0	785
contig_1_pilon	CP094298.1	89.365	630	59	7	2391923	2392548	3452005	3452630	0.0	785
contig_1_pilon	CP094298.1	89.365	630	59	7	2388195	2388820	3455733	3456358	0.0	785
contig_1_pilon	CP094298.1	92.362	563	26	12	6212751	6213299	5896140	5896699	0.0	785
contig_1_pilon	CP094298.1	91.901	568	37	9	2087870	2088432	7374307	7373744	0.0	785
contig_1_pilon	CP094298.1	92.362	563	26	12	4735153	4735712	7373747	7374295	0.0	785
contig_1_pilon	CP094298.1	83.353	853	135	6	78455	79303	9140129	9140978	0.0	782
contig_1_pilon	CP094298.1	94.015	518	26	4	4113210	4113725	2107653	2108167	0.0	780
contig_1_pilon	CP094298.1	84.108	818	112	16	901932	902740	6711142	6710334	0.0	774
contig_1_pilon	CP094298.1	84.088	817	114	16	5549346	5550154	8254860	8255668	0.0	774
contig_1_pilon	CP094298.1	93.702	524	20	12	1043847	1044366	7374285	7373771	0.0	773
contig_1_pilon	CP094298.1	85.656	739	98	7	4635321	4636055	1401483	1402217	0.0	771
contig_1_pilon	CP094298.1	80.019	1061	190	22	5145235	5146284	6305673	6306722	0.0	765
contig_1_pilon	CP094298.1	80.019	1061	190	22	5144683	5145732	6306225	6307274	0.0	765
contig_1_pilon	CP094298.1	92.992	528	29	8	2108640	2109163	2107643	2108166	0.0	763
contig_1_pilon	CP094298.1	76.494	1489	298	44	2037534	2039005	3095010	3096463	0.0	763
contig_1_pilon	CP094298.1	76.494	1489	298	44	2031198	2032651	3101346	3102817	0.0	763
contig_1_pilon	CP094298.1	90.541	592	35	17	4735152	4735738	3152240	3151665	0.0	763
contig_1_pilon	CP094298.1	73.019	2650	531	155	3064798	3067367	4160147	4162692	0.0	763
contig_1_pilon	CP094298.1	94.071	506	25	4	1043847	1044349	5250691	5251194	0.0	763
contig_1_pilon	CP094298.1	90.420	595	36	17	2087855	2088433	5896725	5896136	0.0	763
contig_1_pilon	CP094298.1	92.139	547	32	9	2108626	2109170	3151670	3152207	0.0	761
contig_1_pilon	CP094298.1	92.139	547	32	9	2087860	2088397	3172436	3172980	0.0	761
contig_1_pilon	CP094298.1	72.981	2650	532	152	3052349	3054894	4172596	4175165	0.0	758
contig_1_pilon	CP094298.1	94.200	500	19	9	2726947	2727440	5250684	5251179	0.0	754
contig_1_pilon	CP094298.1	92.222	540	29	13	2087864	2088395	2107639	2108173	0.0	752
contig_1_pilon	CP094298.1	75.348	1724	341	68	3063559	3065246	2280036	2281711	0.0	752
contig_1_pilon	CP094298.1	77.172	1393	255	46	896469	897828	2947037	2948399	0.0	752
contig_1_pilon	CP094298.1	93.555	512	22	7	1043847	1044350	3599808	3599300	0.0	752
contig_1_pilon	CP094298.1	75.348	1724	341	68	1216218	1217893	4171357	4173044	0.0	752
contig_1_pilon	CP094298.1	76.994	1417	263	46	1883221	1884607	8261131	8259748	0.0	752
contig_1_pilon	CP094298.1	93.676	506	23	7	1043847	1044347	6995151	6994650	0.0	749
contig_1_pilon	CP094298.1	93.023	516	27	9	2726929	2727440	2107642	2108152	0.0	745
contig_1_pilon	CP094298.1	93.837	503	18	9	4113215	4113710	3834751	3835247	0.0	745
contig_1_pilon	CP094298.1	91.852	540	32	10	4113215	4113747	3151695	3152229	0.0	743
contig_1_pilon	CP094298.1	92.022	539	28	11	4735214	4735742	3599316	3599849	0.0	743
contig_1_pilon	CP094298.1	91.852	540	32	10	2087885	2088419	5250684	5251216	0.0	743
contig_1_pilon	CP094298.1	93.800	500	20	8	2726947	2727440	6995158	6994664	0.0	741
contig_1_pilon	CP094298.1	73.122	2370	521	105	2035905	2038216	9095895	9093584	0.0	741
contig_1_pilon	CP094298.1	91.408	547	34	9	5833677	5834214	3599303	3599845	0.0	737
contig_1_pilon	CP094298.1	92.381	525	29	9	2108646	2109162	3599824	3599303	0.0	737
contig_1_pilon	CP094298.1	93.083	506	27	8	1043847	1044348	3172472	3172973	0.0	734
contig_1_pilon	CP094298.1	92.410	527	19	2	200278	200804	1474178	1473673	0.0	732
contig_1_pilon	CP094298.1	91.902	531	32	10	4113203	4113728	3172454	3172978	0.0	732
contig_1_pilon	CP094298.1	91.360	544	34	7	4113213	4113749	3599817	3599280	0.0	732
contig_1_pilon	CP094298.1	93.426	502	20	8	5833691	5834184	3835247	3834751	0.0	732
contig_1_pilon	CP094298.1	91.902	531	32	10	2108644	2109168	5250672	5251197	0.0	732
contig_1_pilon	CP094298.1	93.548	496	25	6	2726947	2727440	7374292	7373802	0.0	732
contig_1_pilon	CP094298.1	92.381	525	19	2	344159	344662	729316	728792	0.0	728
contig_1_pilon	CP094298.1	92.381	525	19	2	200280	200804	873174	872671	0.0	728
contig_1_pilon	CP094298.1	90.553	561	37	14	2087855	2088403	3599845	3599289	0.0	728
contig_1_pilon	CP094298.1	92.564	511	29	9	1043847	1044355	3151702	3152205	0.0	725
contig_1_pilon	CP094298.1	91.128	541	38	9	5833666	5834201	3172982	3172447	0.0	725
contig_1_pilon	CP094298.1	91.939	521	37	5	6212792	6213308	3172973	3172454	0.0	725
contig_1_pilon	CP094298.1	93.159	497	28	6	2726947	2727440	3172465	3172958	0.0	725
contig_1_pilon	CP094298.1	93.186	499	24	7	6212806	6213296	3835247	3834751	0.0	725
contig_1_pilon	CP094298.1	91.144	542	37	9	2108637	2109172	6995175	6994639	0.0	725
contig_1_pilon	CP094298.1	91.856	528	29	12	6212793	6213311	6994650	6995172	0.0	725
contig_1_pilon	CP094298.1	91.939	521	37	5	2108644	2109163	7374304	7373788	0.0	725
contig_1_pilon	CP094298.1	91.841	527	30	12	5833677	5834198	7373789	7374307	0.0	723
contig_1_pilon	CP094298.1	91.296	540	29	15	4735214	4735742	3172958	3172426	0.0	721
contig_1_pilon	CP094298.1	93.320	494	23	7	1043847	1044334	3834758	3835247	0.0	721
contig_1_pilon	CP094298.1	91.296	540	29	15	2108616	2109148	5896729	5896201	0.0	721
contig_1_pilon	CP094298.1	91.264	538	32	11	2726947	2727476	3599815	3599285	0.0	719
contig_1_pilon	CP094298.1	90.727	550	32	12	6212780	6213315	3599292	3599836	0.0	715
contig_1_pilon	CP094298.1	92.800	500	27	6	2108655	2109148	3834751	3835247	0.0	715
contig_1_pilon	CP094298.1	90.625	544	39	10	5833678	5834217	3152197	3151662	0.0	712
contig_1_pilon	CP094298.1	92.742	496	31	5	2726946	2727440	3151694	3152185	0.0	712
contig_1_pilon	CP094298.1	77.655	1271	216	55	3080797	3082027	4185385	4186627	0.0	712
contig_1_pilon	CP094298.1	77.655	1271	216	55	3077587	3078829	4188595	4189825	0.0	712
contig_1_pilon	CP094298.1	90.642	545	38	10	2087852	2088387	6995191	6994651	0.0	712
contig_1_pilon	CP094298.1	92.385	499	30	5	2087884	2088375	3834750	3835247	0.0	704
contig_1_pilon	CP094298.1	84.552	725	86	22	1740565	1741279	2799255	2799963	0.0	695
contig_1_pilon	CP094298.1	84.552	725	86	23	1735439	1736147	2804381	2805095	0.0	695
contig_1_pilon	CP094298.1	83.715	743	109	10	578005	578744	3491374	3490641	0.0	691
contig_1_pilon	CP094298.1	83.715	743	109	10	2426831	2427564	8578852	8579591	0.0	691
contig_1_pilon	CP094298.1	82.230	816	129	14	6809955	6810762	7970780	7971587	0.0	689
contig_1_pilon	CP094298.1	82.230	816	129	15	6809787	6810594	7970948	7971755	0.0	689
contig_1_pilon	CP094298.1	76.284	1421	258	64	5589623	5591014	1639578	1640948	0.0	684
contig_1_pilon	CP094298.1	93.873	457	17	10	4113290	4113738	4877208	4877661	0.0	678
contig_1_pilon	CP094298.1	93.873	457	17	10	3746442	3746895	5250759	5251207	0.0	678
contig_1_pilon	CP094298.1	76.961	1224	256	26	5762845	5764055	2364753	2365963	0.0	675
contig_1_pilon	CP094298.1	76.923	1222	260	22	1300935	1302145	6923818	6925028	0.0	675
contig_1_pilon	CP094298.1	93.905	443	27	0	2633540	2633982	9219003	9218561	0.0	669
